"Name","Gross Export","Share","Code","Sector"
"Sulphur, crude","16021360","0.027082317864247564","2503","Minerals"
"Natural graphite","3963","0.000006699008429747107","2504","Minerals"
"Natural sands","5391","0.000009112882776877782","2505","Minerals"
"Clays","13943","0.000023569082648489507","2508","Minerals"
"Natural barium sulfate","70947","0.00011992797150271715","2511","Minerals"
"Marble","11819","0.000019978698115362367","2515","Minerals"
"Granite","25490","0.00004308799517392222","2516","Minerals"
"Gravel","9527787","0.016105658700437776","2517","Minerals"
"Cements","3809950","0.006440294516001765","2523","Minerals"
"Natural steatite","2920","0.000004935933538950682","2526","Minerals"
"Iron ores and concentrates","336863552","0.5694301727283757","2601","Minerals"
"Zirconium ore","400771","0.0006774585686091794","2615","Minerals"
"Iron or steel slag","2028170","0.0034283946320868507","2619","Minerals"
"Slag, ash and residues containing metals","480709","0.000812584820402549","2620","Minerals"
"Coal","70680688","0.11947780084085925","2701","Minerals"
"Coke","12487801","0.021109231432754064","2704","Minerals"
"Oils etc. from high temperature coal tar","27342584","0.0462195813038275","2707","Minerals"
"Pitch and pitch coke","75319","0.00012731834870555699","2708","Minerals"
"Petroleum oils, crude","42646876160","72.08977615397954","2709","Minerals"
"Petroleum oils, refined","9744086016","16.471288004381755","2710","Minerals"
"Petroleum gases","938915","0.0015871308351794108","2711","Minerals"
"Petroleum coke","426883424","0.7215987019670221","2713","Minerals"
"Bitumen and asphalt, natural","22370560","0.03781493061270841","2714","Minerals"
"Bituminous mixtures","12850384","0.02172213745684768","2715","Minerals"
"Electrical energy","36847448","0.06228649123559631","2716","Minerals"
"Sulfur, sublimed or precipitated","1146519","0.001938062186693218","2802","Chemicals"
"Carbon","23840984","0.04030051798876253","2803","Chemicals"
"Silicon & rare gases","467643","0.0007904982082039431","2804","Chemicals"
"Oxides of boron; boric acids","1280","0.0000021636968937866003","2810","Chemicals"
"Other inorganic acids","401962","0.0006794718209533198","2811","Chemicals"
"Ammonia","161309632","0.2726758982002028","2814","Chemicals"
"Sodium hydroxide","718125","0.001213910024883205","2815","Chemicals"
"Zinc oxide or peroxide","192041","0.00032462383998411917","2817","Chemicals"
"Aluminum oxide","88684280","0.14991086028414152","2818","Chemicals"
"Metal base oxides, n.e.c.","5076","0.000008580410494422487","2825","Chemicals"
"Chlorides, bromides, iodides etc.","162536","0.00027474893619413974","2827","Chemicals"
"Sulfates","13223","0.000022352003145734543","2833","Chemicals"
"Phosphates","12817294","0.0216662025113669","2835","Chemicals"
"Carbonates","31820","0.000053788152468976274","2836","Chemicals"
"Silicates","11304","0.000019108148193252914","2839","Chemicals"
"Borates","3101","0.0000052418938028376935","2840","Chemicals"
"Uranium","2443","0.000004129618368375519","2844","Chemicals"
"Hydrogen peroxide","3852990","0.006513048824055338","2847","Chemicals"
"Carbides","14702912","0.024853628925013853","2849","Chemicals"
"Acyclic hydrocarbons","160417808","0.27116836943566813","2901","Chemicals"
"Cyclic hydrocarbons","17590188","0.029734246200564324","2902","Chemicals"
"Acyclic alcohols","549727552","0.9292529661650873","2905","Chemicals"
"Phenols, phenol-alcohols","14614","0.0000247033331295292","2907","Chemicals"
"Derivatives of phenols","1155","0.0000019523983690027525","2908","Chemicals"
"Ethers","7601235","0.012849037936282802","2909","Chemicals"
"Aldehydes","3280","0.000005544473290328163","2912","Chemicals"
"Saturated acyclic monocarboxylic acids","38204","0.00006457959072673693","2915","Chemicals"
"Unsaturated acyclic monocarboxylic acids","48175","0.0000814344514516949","2916","Chemicals"
"Polycarboxylic acids","40903","0.00006914194847386978","2917","Chemicals"
"Carboxylic acids with additional oxygen function","8469","0.000014315897651155248","2918","Chemicals"
"Amine-function compounds","1125","0.0000019016867230546293","2921","Chemicals"
"Oxygen-function amino-compounds","12910","0.00002182291163967579","2922","Chemicals"
"Carboxyamide-function compounds","1237318","0.002091547744708007","2924","Chemicals"
"Organix derivatives of hydrazine","8175","0.00001381892352086364","2928","Chemicals"
"Isocyanates","3022","0.000005108353135174302","2929","Chemicals"
"Other organo-inorganic compounds","25452","0.00004302376042238793","2931","Chemicals"
"Heterocyclic compounds with oxygen hetero-atom(s) only","5509","0.000009312348584273735","2932","Chemicals"
"Heterocyclic compounds with nitrogen hetero-atom(s) only","16138","0.000027279484743693872","2933","Chemicals"
"Nucleic acids and their salts","1127","0.0000019050674994511708","2934","Chemicals"
"Sulfonamides","2050627","0.003466355679855418","2935","Chemicals"
"Vitamins","4985","0.000008426585168379845","2936","Chemicals"
"Glycosides","1120818","0.0018946175196094608","2938","Chemicals"
"Other sugars, chemically pure","208610","0.0003526318820412678","2940","Chemicals"
"Antibiotics","2030114","0.003431680746744289","2941","Chemicals"
"Serums and vaccines","1045035","0.001766514830779906","3002","Chemicals"
"Medicaments, not packaged","33325","0.00005633218670737379","3003","Chemicals"
"Medicaments, packaged","12293740","0.020781193008609436","3004","Chemicals"
"Wadding, gauze and bandages","229428","0.0003878223835528689","3005","Chemicals"
"Pharmaceutical goods","3497","0.000005911287529352923","3006","Chemicals"
"Animal or vegetable fertilizers","1416369","0.0023942134419965887","3101","Chemicals"
"Nitrogenous fertilizers","218177456","0.3688045967511427","3102","Chemicals"
"Mixed fertilizers","1549152","0.0026186682581275777","3105","Chemicals"
"Synthetic organic coloring matter","179662","0.00030369852447772517","3204","Chemicals"
"Color lakes","31835","0.000053813508291950326","3205","Chemicals"
"Other coloring matter","737408","0.0012465057805104605","3206","Chemicals"
"Prepared pigments","1856","0.0000031373604959905705","3207","Chemicals"
"Paints and varnishes, nonaqueous","104044","0.00017587474970088518","3208","Chemicals"
"Paints and varnishes, aqueous","292288","0.0004940801856961702","3209","Chemicals"
"Other paints and varnishes","50656","0.00008562830457160471","3210","Chemicals"
"Prepared driers","29323","0.000049567253137894125","3211","Chemicals"
"Pigments, nonaqueous","71423","0.00012073259628509404","3212","Chemicals"
"Artists' colors","89796","0.0001517900986519231","3213","Chemicals"
"Glaziers' putty","180768","0.00030556809382501263","3214","Chemicals"
"Ink","17143","0.000028978324882956007","3215","Chemicals"
"Essential oils","349226","0.000590327508929312","3301","Chemicals"
"Mixtures of odoriferous subtances","9563","0.000016165182340063484","3302","Chemicals"
"Perfumes","125172","0.00021158927155395026","3303","Chemicals"
"Make-up preparations","197863","0.00033446528007445163","3304","Chemicals"
"Hair products","185451","0.0003134841817575147","3305","Chemicals"
"Dental hygiene products","22963","0.000038816384196891954","3306","Chemicals"
"Toiletries","180875","0.0003057489653622276","3307","Chemicals"
"Soap","96515","0.00016314781695610448","3401","Chemicals"
"Cleaning products","405098","0.0006847728783430971","3402","Chemicals"
"Lubricants","768602","0.0012992357499673193","3403","Chemicals"
"Artificial and prepared waxes","831732","0.0014059499569241537","3404","Chemicals"
"Polishes and creams","168180","0.00028428948718518007","3405","Chemicals"
"Candles","7979","0.000013487607434002566","3406","Chemicals"
"Albumins","636995","0.0010767688303574964","3502","Chemicals"
"Gelatin","64111","0.00010837247777933806","3503","Chemicals"
"Peptones","3074","0.000005196253321484383","3504","Chemicals"
"Glues and adhesives","280910","0.0004748469487762452","3506","Chemicals"
"Photographic film, developed","27075","0.00004576726046818141","3705","Chemicals"
"Motion-picture film","14919","0.000025218901530001793","3706","Chemicals"
"Activated carbon","7772","0.000013137697076960514","3802","Chemicals"
"Rosin and resin acids","40739","0.00006886472480935336","3806","Chemicals"
"Insecticides, rodenticides, fungicides, etc.","1449842","0.0024507958061573062","3808","Chemicals"
"Anti-knock","425243","0.000718825748597262","3811","Chemicals"
"Stabilizers for rubber or plastic","457763","0.0007737971728050279","3812","Chemicals"
"Catalytic preparations","18243","0.00003083775190105387","3815","Chemicals"
"Mixed alkylbenzenes","39582904","0.0669104737748853","3817","Chemicals"
"Hydraulic fluids","46413","0.00007845598744634178","3819","Chemicals"
"Antifreezing preparation","11390","0.0000192535215783042","3820","Chemicals"
"Diagnostic or laboratory reagents","40587","0.00006860778580321621","3822","Chemicals"
"Industrial monocarboxylic fatty acids","1439348","0.0024330568724046527","3823","Chemicals"
"Polymers of ethylene","1048566","0.0017724835915080002","3901","Chemicals"
"Polymers of propylene","343937","0.0005813870457486577","3902","Chemicals"
"Polymers of styrene","212928","0.000359930978281401","3903","Chemicals"
"Polymers of vinyl chloride","9649523","0.016311439798142466","3904","Chemicals"
"Polymers of vinyl acetate","2750","0.000004648567545244649","3905","Chemicals"
"Acrylic polymers","207762","0.00035119843284913413","3906","Chemicals"
"Polyacetals","3279661","0.00554390024872895","3907","Chemicals"
"Polyamides","53883","0.00009108318728742452","3908","Chemicals"
"Amino-resins","10813","0.00001827816758790196","3909","Chemicals"
"Silicones in primary forms","2707","0.000004575880852719006","3910","Chemicals"
"Petroleum resins","54896","0.00009279555053227283","3911","Chemicals"
"Cellulose n.e.c.","44918","0.00007592885708992695","3912","Chemicals"
"Natural polymers","20176","0.00003410527228831129","3913","Chemicals"
"Plastic waste","3900642","0.0065935992024793375","3915","Chemicals"
"Monofilament","1454","0.000002457824440285716","3916","Chemicals"
"Plastic tubes and fittings","905369","0.0015304250726802192","3917","Chemicals"
"Plastic floor coverings","16023","0.000027085090100892732","3918","Chemicals"
"Self-adhesive plastic sheets","20748","0.000035072174337722175","3919","Chemicals"
"Other plates of plastics, noncellular and not reinforced","4067240","0.006875214495534853","3920","Chemicals"
"Other plastic plates, sheets etc.","149372","0.0002524966659521032","3921","Chemicals"
"Baths, sinks etc.","28063","0.000047437364008072945","3922","Chemicals"
"Packing lids","2660118","0.004496632073207675","3923","Chemicals"
"Plastic household articles","1452131","0.002454665104743148","3924","Chemicals"
"Plastic builders' ware","63012","0.00010651474114943848","3925","Chemicals"
"Other articles of plastic","3133297","0.005296488270477245","3926","Chemicals"
"Natural rubber","103376","0.0001747455703844403","4001","Chemicals"
"Synthetic rubber","43663","0.00007380741990109714","4002","Chemicals"
"Reclaimed rubber","7910","0.000013370970648321882","4003","Chemicals"
"Scrap of rubber","56126","0.00009487472801614589","4004","Chemicals"
"Compounded rubber","24529","0.000041463532115384","4005","Chemicals"
"Vulcanized rubber plates","121094","0.00020469586848140205","4008","Chemicals"
"Vulcanized rubber tubes","56865","0.00009612392489466799","4009","Chemicals"
"Conveyor belts of vulcanized rubber","1633770","0.0027617055266888546","4010","Chemicals"
"New pneumatic tires of rubber","267653","0.00045243747243176946","4011","Chemicals"
"Used pneumatic tires of rubber","376312","0.0006361133636676743","4012","Chemicals"
"Rubber inner tubes","1064749","0.0017998391437206165","4013","Chemicals"
"Vulcanized rubber articles of apparel","9760","0.00001649818881512283","4015","Chemicals"
"Other articles of vulcanized rubber","1168586","0.0019753639830644596","4016","Chemicals"
"Hard rubber","11263","0.000019038842277123813","4017","Chemicals"
"Raw hides of bovines or equines","9440446","0.015958018504812606","4101","Agriculture"
"Other raw hides and skins","2460874","0.004159832367031411","4103","Agriculture"
"Tanned hides of bovines or equines","41753088","0.07057892719656138","4104","Agriculture"
"Tanned skins of other animals","31830","0.00005380505635095898","4106","Agriculture"
"Bovine leather further prepared","206651","0.00034932041156085524","4107","Agriculture"
"Composition leather","9938","0.000016799077914415028","4111","Agriculture"
"Saddlery and harnesses","70885","0.00011982316743442434","4201","Agriculture"
"Trunks or cases","262041","0.00044295101386307385","4202","Agriculture"
"Leather apparel","48076","0.00008126710302006609","4203","Agriculture"
"Other articles of leather","2845","0.000004809154424080374","4205","Agriculture"
"Furskin apparel","1830","0.00000309341040283553","4303","Agriculture"
"Fuel wood","37770196","0.06384629356477428","4401","Agriculture"
"Wood charcoal","120902","0.00020437131394733402","4402","Agriculture"
"Wood sawn lengthwise","1786","0.0000030190333221116154","4407","Agriculture"
"Sheets for veneering for plywood","4791","0.000008098649857915315","4408","Agriculture"
"Wood shaped along its edges","106890","0.00018068559451316383","4409","Agriculture"
"Particle board and similar board","2097146","0.0035449908484507762","4410","Agriculture"
"Fiberboard of wood","11694172","0.019767690337348622","4411","Agriculture"
"Plywood","15823","0.000026747012461238574","4412","Agriculture"
"Wooden frames","4735","0.00000800398811881215","4414","Agriculture"
"Wooden tools","2345","0.000003963960324944982","4417","Agriculture"
"Wood carpentry for construction","10160","0.000017174344094431142","4418","Agriculture"
"Wooden kitchenware","2692","0.000004550525029744944","4419","Agriculture"
"Wood marquetry, ornaments, etc.","12133","0.000020509480009619393","4420","Agriculture"
"Other articles of wood","9318","0.000015751037231487142","4421","Agriculture"
"Paper waste","308418","0.0005213461473342778","4707","Agriculture"
"Tissue","1609","0.0000027198346110176874","4803","Agriculture"
"Uncoated kraft paper and paperboard","43908","0.00007422156500967348","4804","Agriculture"
"Other uncoated paper and paperboard","3347","0.000005657729299612306","4805","Agriculture"
"Paper and paperboard, coated with kaolin","1770","0.0000029919871109392832","4810","Agriculture"
"Cellulose wadding, coated","55437","0.00009371005054753732","4811","Agriculture"
"Letterstock","33166","0.00005606341498384874","4817","Agriculture"
"Toilet paper","8767","0.000014819633334239941","4818","Agriculture"
"Cardboard packing containers","71582","0.00012100136800861908","4819","Agriculture"
"Notebooks","19725","0.00003334290721089117","4820","Agriculture"
"Paper labels","172739","0.0002919959669810965","4821","Agriculture"
"Other paper cut to size","348093","0.0005884122991006712","4823","Agriculture"
"Books, brochures etc.","609425","0.001030164827731171","4901","Agriculture"
"Newspapers, journals and periodicals","186453","0.00031517795073218204","4902","Agriculture"
"Music, printed or in manuscript","3997","0.000006756481628488314","4904","Agriculture"
"Maps","5736","0.000009696066705281203","4905","Agriculture"
"Unused stamps","5105","0.000008629431752172339","4907","Agriculture"
"Transfers (decalcomanias)","2587","0.0000043730342689265114","4908","Agriculture"
"Printed or illustrated postcards","4243","0.000007172317125262926","4909","Agriculture"
"Calendars","8781","0.000014843298769015733","4910","Agriculture"
"Other printed matter","187881","0.0003175918250793127","4911","Agriculture"
"Raw cotton","21240","0.0000359038453312714","5201","Textiles"
"Woven fabrics of cotton of < 85% weighing > 200 g/m2","2014888","0.0034059428960374187","5209","Textiles"
"Woven fabrics of cotton of < 85% weighing < 200 g/m2","11114","0.000018786974435581466","5210","Textiles"
"Woven fabrics of cotton of < 85% weighing > 200 g/m2","147284","0.0002489671353941138","5211","Textiles"
"Woven fabrics of flax","11811","0.0000199651750097762","5309","Textiles"
"Synthetic sowing thread","25151","0.000042514953574708426","5401","Textiles"
"Woven fabrics of synthetic filament yarn","6604","0.00001116332366138024","5407","Textiles"
"Synthetic staple fibers","10230","0.000017292671268310095","5503","Textiles"
"Woven fabrics of > 85% synthetic staple fibers","22575","0.00003816051357596289","5512","Textiles"
"Woven fabrics of < 85% synthetic staple fibers weighing < 170 g/m2","46023","0.00007779673604901617","5513","Textiles"
"Woven fabrics of < 85% synthetic staple fibers weighing > 170 g/m2","102568","0.0001733797367202375","5514","Textiles"
"Other woven fabrics of synthetic staple fibers","6602","0.000011159942884983699","5515","Textiles"
"Felt","20984","0.00003547110595251408","5602","Textiles"
"Nonwoven textiles","801501","0.0013548478313022297","5603","Textiles"
"Rubber textiles","32488","0.00005491733178542115","5604","Textiles"
"Gimp yarn","76956","0.00013008551418612627","5606","Textiles"
"Nets","24248","0.00004098853303166991","5608","Textiles"
"Articles of yarn, rope etc not elsewhere clasified","13611","0.000023007873766663608","5609","Textiles"
"Woven carpets and rugs","2019","0.0000034128937723087078","5702","Textiles"
"Carpets, tufted","4646","0.000007853543569166052","5703","Textiles"
"Other carpets","4392","0.000007424184966805272","5705","Textiles"
"Woven pile fabrics","1413","0.0000023885185241566142","5801","Textiles"
"Gauze","2062","0.0000034855804648343516","5803","Textiles"
"Narrow woven fabrics","115800","0.00019574695335975652","5806","Textiles"
"Labels and badges of textiles","35067","0.00005927684294876149","5807","Textiles"
"Stiffened textiles","6451","0.00001090469426704481","5901","Textiles"
"Textile fabrics impregnated with plastics","2320","0.000003921700619988213","5903","Textiles"
"Transmission belts or belting, of textile material","7604","0.000012853711859651023","5910","Textiles"
"Textile articles for technical use","1282","0.000002167077670183142","5911","Textiles"
"Pile fabrics, knit","4261","0.0000072027441128318","6001","Textiles"
"Other knitted fabrics","39341","0.00006650156210817082","6002","Textiles"
"Men's overcoats, knit","1624","0.000002745190433991749","6101","Textiles"
"Women's overcoats, knit","2658","0.000004493051831003737","6102","Textiles"
"Men's suits, knit","12464","0.00002106899850324702","6103","Textiles"
"Women's suits, knit","59833","0.00010114099706713568","6104","Textiles"
"Men's shirts, knit","7680","0.000012982181362719602","6105","Textiles"
"Women's shirts, knit","5060","0.000008553364283250154","6106","Textiles"
"Men's undergarments, knit","44859","0.00007582912418622899","6107","Textiles"
"Women's undergarments, knit","36869","0.00006232292248204545","6108","Textiles"
"T-shirts, knit","69140","0.00011687344002844184","6109","Textiles"
"Sweaters, pullovers, sweatshirts etc., knit","68433","0.00011567833557226439","6110","Textiles"
"Babies' garments, knit","2718","0.000004594475122899984","6111","Textiles"
"Activewear, knit","12824","0.000021677538254624502","6112","Textiles"
"Garments knit with impregnated fibers","5157","0.00000871733193848242","6113","Textiles"
"Other garments, knit","99400","0.00016802458690811568","6114","Textiles"
"Socks, stockings, etc., knit","1887","0.0000031897625301369646","6115","Textiles"
"Gloves, knit","25735","0.00004350214028249856","6116","Textiles"
"Other clothing accesories, knit","2010","0.000003397680278524271","6117","Textiles"
"Men's overcoats, not knit","43738","0.00007393419901596744","6201","Textiles"
"Womens overcoats, not knit","1266","0.0000021400314590108095","6202","Textiles"
"Men's suits and pants","120976","0.0002044964026740061","6203","Textiles"
"Women's suits and pants","343145","0.0005800482582956273","6204","Textiles"
"Men's shirts","121681","0.00020568812635378698","6205","Textiles"
"Women's shirts","67570","0.0001142195305571567","6206","Textiles"
"Men's undergarments","52929","0.00008947055694627418","6207","Textiles"
"Women's undergarments","3721","0.000006289934485765577","6208","Textiles"
"Babies' garments","55246","0.0000933871864016676","6209","Textiles"
"Garments made of textile felts and nonwoven fabric","24063","0.000040675811214989814","6210","Textiles"
"Activewear","86737","0.00014661920115341276","6211","Textiles"
"Brassieres","159946","0.0002703708307606184","6212","Textiles"
"Shawls, scarves, etc.","1294","0.0000021873623285623915","6214","Textiles"
"Ties, bow ties and cravats","1742","0.0000029446562413877017","6215","Textiles"
"Gloves","2558","0.000004324013011176659","6216","Textiles"
"Other clothing accesories","31893","0.00005391155080745003","6217","Textiles"
"Blankets","8305","0.00001403867398663884","6301","Textiles"
"House linen","94457","0.0001596689980440632","6302","Textiles"
"Other furnishing articles","12206","0.00002063287834809316","6304","Textiles"
"Tents, tarpaulins, etc.","14271","0.000024123529977522323","6306","Textiles"
"Other made up articles","29977","0.00005067276701956322","6307","Textiles"
"Used clothes and textiles","38995","0.00006591668779156912","6309","Textiles"
"Used or new rags textile scraps","1974","0.000003336826303386523","6310","Textiles"
"Waterproof footwear","12295","0.000020783322897739258","6401","Textiles"
"Other footwear of rubber or plastics","207799","0.0003512609772124701","6402","Textiles"
"Leather footwear","894344","0.0015117885427942837","6403","Textiles"
"Textile footwear","715418","0.001209334144030486","6404","Textiles"
"Other footwear","191652","0.00032396627897499184","6405","Textiles"
"Parts of footwear","46287","0.00007824299853335966","6406","Textiles"
"Hats","7327","0.000012385474328730016","6504","Textiles"
"Hats, knit","24896","0.00004208390458414938","6505","Textiles"
"Other headgear","12917","0.000021834744357063683","6506","Textiles"
"Umbrellas","3605","0.000006093849454766168","6601","Textiles"
"Wigs","1770","0.0000029919871109392832","6704","Textiles"
"Worked building stone","349838","0.0005913620265066537","6802","Stone"
"Grindstones","8633","0.000014593121315671658","6804","Stone"
"Natural or artificial abrasive powder","6636","0.000011217416083724906","6805","Stone"
"Mineral wools and insulating materials","9248","0.000015632710057608186","6806","Stone"
"Asphalt","5924462","0.01001464064590371","6807","Stone"
"Plaster articles","31079","0.000052535574814057624","6809","Stone"
"Articles of cement, of concrete or of artificial stone","1749","0.0000029564889587755967","6810","Stone"
"Asbestos fibres","1503","0.0000025406534620009847","6812","Stone"
"Bricks, blocks, and other ceramic goods","3525","0.000005958618398904504","6901","Stone"
"Other refractory ceramic goods","32484","0.00005491057023262807","6903","Stone"
"Unglazed ceramic flags and pavers","12659","0.000021398624201909823","6907","Stone"
"Glazed ceramic flags and pavers","36019","0.00006088609251351528","6908","Stone"
"Ceramic sinks, washbasins, and similar sanitary fixtures","2950","0.0000049866451848988055","6910","Stone"
"Porcelain or china household articles","17525","0.000029624053174695444","6911","Stone"
"Ceramic household articles","13221","0.000022348622369338","6912","Stone"
"Ornamental ceramic articles","32804","0.00005545149445607472","6913","Stone"
"Other ceramic articles","1756","0.0000029683216761634925","6914","Stone"
"Glass, cast or rolled","33081","0.00005591973198699573","7003","Stone"
"Drawn and blown glass","5430","0.000009178807916610343","7004","Stone"
"Float glass","7817834","0.013215174329640056","7005","Stone"
"Worked glass","117752","0.00019904659112278107","7006","Stone"
"Safety glass","32490","0.00005492071256181769","7007","Stone"
"Glass mirrors","2450","0.000004141451085763414","7009","Stone"
"Glass containers for conveyance","764073","0.001291579981817351","7010","Stone"
"Glass envelopes","1698","0.0000028702791606637868","7011","Stone"
"Glassware for interior decorative use","427498","0.0007226375739843626","7013","Stone"
"Glass paving blocks or other molded products","69288","0.0001171236174817859","7016","Stone"
"Laboratory, hygienic or pharmaceutical glassware","6248","0.000010561545462795843","7017","Stone"
"Glass beads","2795","0.000004724635014166834","7018","Stone"
"Glass fibers","97100","0.0001641366940520929","7019","Stone"
"Other articles of glass","8119","0.000013724261781760473","7020","Stone"
"Diamonds","1779","0.00000300720060472372","7102","Stone"
"Precious stones","7596","0.000012840188754064856","7103","Stone"
"Silver","360419","0.0006092480240325568","7106","Stone"
"Gold","472740736","0.7991153609762432","7108","Stone"
